AppointmentID,AppointmentDateTime,PatientID,NHS_ID,PatientFirstName,PatientLastName,PatientDOB,PatientPostcode,ClinicName,Specialty,ProviderID,ProviderName,DiagnosisCode,DiagnosisDescription,AppointmentStatus
A1760,12/07/2025 08:11,P552,7717048590,Georgia,Spears,02/10/1956,CF15 4DF,University Hospital,Cardiology,D33,Dr. Roberts,S82.1,Fracture of upper end of tibia,Attended
A1761,12/07/2025 08:11,P531,283802200,Michael,Stevenson,19/02/1967,CF24 2HI,University Hospital,Cardiology,D33,Dr. Roberts,M54.5,Low back pain,Attended
A1762,12/07/2025 08:11,P503,573635722,Lindsay,Eskew,28/04/2006,LL11 3BW,Singleton Hospital,Oncology,D21,Dr. Evans,S82.1,Fracture of upper end of tibia,DNA
A1763,12/07/2025 08:11,P647,8622752879,Ronald,Canizales,24/02/1980,NP18 3KV,University Hospital,Cardiology,D67,Dr. Williams,J45.9,"Asthma, unspecified",DNA
A1764,12/07/2025 08:11,P568,5900540227,David,Caplinger,06/03/1950,SA31 9DI,Royal Glamorgan,Gastroenterology,D21,Dr. Evans,S82.1,Fracture of upper end of tibia,DNA
A1765,12/07/2025 08:11,P570,4609634104,Vivian,Wallace,04/11/1943,SA33 6CQ,Royal Glamorgan,Gastroenterology,D33,Dr. Roberts,M54.5,Low back pain,DNA
A1766,12/07/2025 08:11,P557,945058632,Connie,Savini,04/09/2001,CF22 8RU,Singleton Hospital,Oncology,D88,Dr. Davies,E11.9,Type 2 diabetes mellitus without complications,Attended
A1767,12/07/2025 08:11,P549,2825104442,Nydia,Fleshman,26/04/2005,CF23 4HH,Morriston Hospital,Neurology,D67,Dr. Williams,K21.9,Gastro-oesophageal reflux disease,Attended
A1768,12/07/2025 08:11,P604,5982643394,Beverly,Gering,28/10/1992,CF19 5XV,Morriston Hospital,Neurology,D67,Dr. Williams,K21.9,Gastro-oesophageal reflux disease,DNA
A1769,12/07/2025 08:11,P509,9788282938,Carolyn,King,01/11/1944,SA17 3EK,Royal Glamorgan,Gastroenterology,D21,Dr. Evans,J45.9,"Asthma, unspecified",Attended
A1770,12/07/2025 08:11,P608,3920111346,Roosevelt,Schulze,07/01/2006,LL27 5SH,Morriston Hospital,Neurology,D21,Dr. Evans,L20.9,"Atopic dermatitis, unspecified",DNA
A1771,12/07/2025 08:11,P607,2563666201,Adrianne,Roll,27/06/1943,NP38 2NT,Royal Glamorgan,Dermatology,D12,Dr. Thomas,J45.9,"Asthma, unspecified",Attended
A1772,12/07/2025 08:11,P591,6016868965,Shelby,Hammon,20/01/2001,LL25 7ZC,Prince Charles,Orthopaedics,D88,Dr. Davies,L20.9,"Atopic dermatitis, unspecified",DNA
A1773,12/07/2025 08:11,P615,6540640056,Beatrice,Allen,16/07/1959,CF12 1CK,Prince Charles,Orthopaedics,D12,Dr. Thomas,J45.9,"Asthma, unspecified",Attended
A1774,12/07/2025 08:11,P613,7723271123,Dario,Allen,07/11/1990,NP21 8DL,Prince Charles,Orthopaedics,D88,Dr. Davies,M54.5,Low back pain,Attended
A1775,12/07/2025 08:11,P587,535215401,Jose,Gill,28/04/1958,NP26 2IZ,Royal Glamorgan,Gastroenterology,D21,Dr. Evans,S82.1,Fracture of upper end of tibia,Attended
A1776,12/07/2025 08:11,P627,4196208495,Emma,Flora,28/04/1996,SA17 9VJ,Royal Glamorgan,Gastroenterology,D67,Dr. Williams,E11.9,Type 2 diabetes mellitus without complications,DNA
A1777,12/07/2025 08:11,P528,4400238679,Jamie,Griffis,01/11/1967,NP21 6TT,Morriston Hospital,Neurology,D33,Dr. Roberts,I10,Essential hypertension,Attended
A1778,12/07/2025 08:11,P541,832854360,Marvin,Milliken,27/02/1982,CF29 7VF,University Hospital,Cardiology,D21,Dr. Evans,J45.9,"Asthma, unspecified",DNA
A1779,12/07/2025 08:11,P648,5540486900,Jeffrey,Longoria,01/10/1949,NP21 5SO,Royal Glamorgan,Dermatology,D88,Dr. Davies,J45.9,"Asthma, unspecified",Attended
A1780,12/07/2025 08:11,P507,2757465864,Michael,Woolem,25/09/1960,CF15 8LY,Royal Glamorgan,Dermatology,D33,Dr. Roberts,S82.1,Fracture of upper end of tibia,Attended
A1781,12/07/2025 08:11,P578,5323181974,Mark,Anderson,07/07/1950,NP21 9WS,Singleton Hospital,Oncology,D33,Dr. Roberts,K21.9,Gastro-oesophageal reflux disease,Attended
A1782,12/07/2025 08:11,P624,5377167236,Clementine,Beamon,18/12/1989,LL22 6EK,Prince Charles,Orthopaedics,D67,Dr. Williams,L20.9,"Atopic dermatitis, unspecified",DNA
A1783,12/07/2025 08:11,P527,6906091948,Florrie,Duncan,07/04/2004,SA36 8TW,Singleton Hospital,Oncology,D21,Dr. Evans,M54.5,Low back pain,Attended
A1784,12/07/2025 08:11,P617,9352052633,Jonathan,Guillotte,14/07/1953,SA34 3ML,Royal Glamorgan,Gastroenterology,D45,Dr. Jones,I10,Essential hypertension,Attended
A1785,12/07/2025 08:11,P646,4369609879,Esther,Jessup,19/12/1975,SA25 9CR,Royal Glamorgan,Gastroenterology,D45,Dr. Jones,E11.9,Type 2 diabetes mellitus without complications,Attended
A1786,12/07/2025 08:11,P581,843268050,Eleanor,Monahan,12/01/2009,LL31 3EC,Morriston Hospital,Neurology,D12,Dr. Thomas,J45.9,"Asthma, unspecified",Attended
A1787,12/07/2025 08:11,P501,1639707557,Christine,Morey,01/01/1969,CF39 9YJ,University Hospital,Cardiology,D21,Dr. Evans,M54.5,Low back pain,Attended
A1788,12/07/2025 08:11,P590,9592834881,Mary,Mahoney,01/11/2009,NP39 3WR,Singleton Hospital,Oncology,D88,Dr. Davies,S82.1,Fracture of upper end of tibia,DNA
A1789,12/07/2025 08:11,P532,2683198396,Myra,Mcclure,08/05/1969,SA15 3VX,Prince Charles,Orthopaedics,D21,Dr. Evans,K21.9,Gastro-oesophageal reflux disease,Attended
A1790,12/07/2025 08:11,P500,3077417944,Robert,Baker,04/02/1979,LL33 2ZZ,University Hospital,Cardiology,D45,Dr. Jones,I10,Essential hypertension,Attended
A1791,12/07/2025 08:11,P534,3840117496,Fern,Christian,26/04/1990,CF12 7CF,Royal Glamorgan,Gastroenterology,D88,Dr. Davies,M54.5,Low back pain,Attended
A1792,12/07/2025 08:11,P569,430702019,John,Bonney,18/03/2002,LL33 9SF,Royal Glamorgan,Gastroenterology,D33,Dr. Roberts,S82.1,Fracture of upper end of tibia,DNA
A1793,12/07/2025 08:11,P554,9042835877,David,Oakden,23/11/1944,NP32 5NF,Prince Charles,Orthopaedics,D67,Dr. Williams,I10,Essential hypertension,Attended
A1794,12/07/2025 08:11,P618,1323896783,Becky,Vallejos,25/06/2003,CF36 4PA,University Hospital,Cardiology,D67,Dr. Williams,S82.1,Fracture of upper end of tibia,DNA
A1795,12/07/2025 08:11,P607,2563666201,Adrianne,Roll,27/06/1943,NP38 2NT,Morriston Hospital,Neurology,D45,Dr. Jones,S82.1,Fracture of upper end of tibia,Attended
A1796,12/07/2025 08:11,P568,5900540227,David,Caplinger,06/03/1950,SA31 9DI,Morriston Hospital,Neurology,D88,Dr. Davies,L20.9,"Atopic dermatitis, unspecified",Attended
A1797,12/07/2025 08:11,P533,6863164418,Walter,Day,04/12/1981,CF32 7JX,Royal Glamorgan,Dermatology,D67,Dr. Williams,K21.9,Gastro-oesophageal reflux disease,Attended
A1798,12/07/2025 08:11,P639,8682902893,Maureen,Hackney,19/09/1943,NP20 2QL,Singleton Hospital,Oncology,D88,Dr. Davies,J45.9,"Asthma, unspecified",Attended
A1799,12/07/2025 08:11,P500,3077417944,Robert,Baker,04/02/1979,LL33 2ZZ,University Hospital,Cardiology,D21,Dr. Evans,M54.5,Low back pain,Attended
A1800,12/07/2025 08:11,P616,3446346015,Joel,Clawson,20/09/1948,NP34 3XN,Morriston Hospital,Neurology,D67,Dr. Williams,E11.9,Type 2 diabetes mellitus without complications,DNA
A1801,12/07/2025 08:11,P602,115740902,Belinda,Marvin,19/12/1979,LL37 1DM,Singleton Hospital,Oncology,D88,Dr. Davies,I10,Essential hypertension,DNA
A1802,12/07/2025 08:11,P646,4369609879,Esther,Jessup,19/12/1975,SA25 9CR,Singleton Hospital,Oncology,D12,Dr. Thomas,L20.9,"Atopic dermatitis, unspecified",DNA
A1803,12/07/2025 08:11,P630,8668713787,Charlotte,Hamilton,24/12/2003,SA14 4WK,University Hospital,Cardiology,D67,Dr. Williams,E11.9,Type 2 diabetes mellitus without complications,DNA
A1804,12/07/2025 08:11,P537,390631620,Charles,Maldonado,13/07/1989,NP29 1XR,Morriston Hospital,Neurology,D21,Dr. Evans,E11.9,Type 2 diabetes mellitus without complications,Attended
A1805,12/07/2025 08:11,P584,2661527591,Johnny,Viloria,09/04/1968,CF10 3LE,Royal Glamorgan,Dermatology,D67,Dr. Williams,J45.9,"Asthma, unspecified",Attended
A1806,12/07/2025 08:11,P503,573635722,Lindsay,Eskew,28/04/2006,LL11 3BW,University Hospital,Cardiology,D67,Dr. Williams,E11.9,Type 2 diabetes mellitus without complications,Attended
A1807,12/07/2025 08:11,P640,4792665310,Robert,Marsh,06/04/2002,SA28 5NV,University Hospital,Cardiology,D45,Dr. Jones,S82.1,Fracture of upper end of tibia,Attended
A1808,12/07/2025 08:11,P504,1560423757,Michelle,Love,14/07/1995,SA19 7XC,Prince Charles,Orthopaedics,D67,Dr. Williams,E11.9,Type 2 diabetes mellitus without complications,Attended
A1809,12/07/2025 08:11,P502,9623650574,Kim,Szala,11/02/1968,LL37 2PY,Royal Glamorgan,Dermatology,D12,Dr. Thomas,M54.5,Low back pain,DNA
A1810,12/07/2025 08:11,P579,3205357434,Ryan,Johnson,28/09/1953,LL10 7ZC,Prince Charles,Orthopaedics,D88,Dr. Davies,S82.1,Fracture of upper end of tibia,Attended
A1811,12/07/2025 08:11,P627,4196208495,Emma,Flora,28/04/1996,SA17 9VJ,Prince Charles,Orthopaedics,D33,Dr. Roberts,J45.9,"Asthma, unspecified",Attended
A1812,12/07/2025 08:11,P588,9081949284,Donald,Roberts,23/01/1962,LL12 3SF,Singleton Hospital,Oncology,D21,Dr. Evans,J45.9,"Asthma, unspecified",Attended
A1813,12/07/2025 08:11,P610,4355503771,Everett,Lopez,08/06/1968,CF14 2WD,Singleton Hospital,Oncology,D88,Dr. Davies,E11.9,Type 2 diabetes mellitus without complications,Attended
A1814,12/07/2025 08:11,P599,2454405946,Sarah,Powers,28/07/1966,NP28 8QF,Royal Glamorgan,Dermatology,D21,Dr. Evans,K21.9,Gastro-oesophageal reflux disease,Attended
